filename,format,file_path,size_kb,page_count,folder,extraction_coverage,extraction_method,year_confidence,drawing_mode,is_data_asset,info_value_hint,information_type,year,domain,scale,lifecycle,domain_candidates,asset_type,asset_type_candidates,short_summary,keywords,governance,confidentiality,confidentiality_reason,certainty,certainty_score,certainty_reason,age_warning,review_priority,action,review_reasons,authority,authority_reason,scope,scope_reason,urgency,urgency_reason,coverage,coverage_reason,accessibility,accessibility_reason,decision_priority_reason,_reasoning,llm_status,processed_at
13_transport_counts.csv,CSV,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/02_surveys/13_transport_counts.csv,0,,02_surveys,extraction failed — TypeError,metadata,unknown,,Yes,Medium,Unknown,,Mobility & Transport,Neighborhood / District,Design Development,"Mobility & Transport, Civil & Infrastructure, Project Management",Data,"Data, Calculation, Archive","Based on filename and folder analysis: Transport count data for Amsterdam Zuidoost, supporting urban mobility planning and traffic analysis within the Bijlmermeer renewal project. Facilitates transportation infrastructure decisions.","transport counts, Amsterdam Zuidoost, urban renewal, mobility analysis, CSV",Internal,Not Confidential,Filename and folder path do not indicate any sensitive or confidential information.,Medium,60,"Filename indicates a CSV file with transport count data for the Amsterdam Bijlmermeer urban renewal project, likely used",,Low,Auto-process,,Advisory,"Based on filename and classification only — no content extracted, it appears to be supporting data rather than a binding regulation or constraint.",Single Discipline,"The file pertains specifically to transport counts, which influence transportation planning and traffic analysis within the urban renewal project.",Relevant,Assessment based on filename and classification only — no content extracted; it supports ongoing mobility analysis relevant to current design development decisions.,Partial,"Based on filename and folder analysis, the file likely contains transport count data but lacks detailed content, making it incomplete for comprehensive decision-making.",Expert Extractable,"Assessment based on filename and classification only — no content extracted; conclusions or detailed findings are not explicitly stated, requiring domain expertise for interpretation.","Assessment based on filename and classification only — no content extracted. This file provides transport count data critical for traffic and mobility planning decisions, which are central to the current design development phase. Its specific location within the project folder suggests it supports ongoing discussions about transportation infrastructure, making it relevant now for refining traffic models and infrastructure layouts.","Filename indicates a CSV file with transport count data for the Amsterdam Bijlmermeer urban renewal project, likely used for transportation analysis or planning. The folder path and filename suggest it supports urban mobility and transport infrastructure decisions.",,2026-09-16 15:01
11_demographic_profile.csv,CSV,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/02_surveys/11_demographic_profile.csv,0,,02_surveys,extraction failed — TypeError,metadata,unknown,,Yes,Medium,Unknown,,Project Management,Neighborhood / District,Concept / Schematic,"Project Management, Civil & Infrastructure, QS & Commercial",Data,Data,"Based on filename and folder analysis: A CSV demographic profile file for the Amsterdam Bijlmermeer project, containing population counts and age distribution data to inform housing allocation decisions within the urban renewal plan.","demographic, survey, Amsterdam, urban renewal, CSV",Internal,Not Confidential,"Filename and folder do not contain labels or signals indicating confidentiality, and CSV survey data is typically non-confidential.",Medium,60,"Filename indicates a CSV file with demographic survey data for the Amsterdam Bijlmermeer urban renewal project, likely f",,Low,Auto-process,,Advisory,"The file appears to be demographic survey data supporting urban renewal planning, which is typically advisory and can be overridden if necessary.",Whole Project,Demographic data influences overall housing allocation and urban renewal strategies affecting the entire project scope.,Relevant,"The project is in the Concept / Schematic phase, and demographic data is needed to inform key planning decisions such as housing distribution and community integration.",Partial,"As a demographic profile, it likely provides population counts and age distribution but may lack comprehensive detail or context, especially given the file size and metadata.",Expert Extractable,"The file is a CSV with demographic data; conclusions about its impact on design decisions require domain expertise in urban planning and demographic analysis, but the data itself is straightforward to interpret.","Assessment based on filename and classification only — no content extracted. This demographic profile directly informs decisions on housing allocation and community planning, which are critical at this stage. It provides specific population insights that generic demographic sources cannot substitute, making it valuable for shaping the urban renewal strategy now, before detailed design development.","Filename indicates a CSV file with demographic survey data for the Amsterdam Bijlmermeer urban renewal project, likely from the survey phase. It supports decisions related to demographic profiling and urban renewal planning.",,2026-09-16 15:01
02_project_brief.docx,DOCX,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/00_case/02_project_brief.docx,36,,00_case,12 paragraphs,text,unknown,,No,High,Unknown,,Architecture & Buildings,Neighborhood / District,Concept / Schematic,"Architecture & Buildings, Project Management",Document,"Document, Data, Archive","A project brief for the Bijlmermeer urban renewal case, outlining conceptual strategies for green space, housing, and connectivity, supporting decision-making on renewal framework and retrofit options.","urban renewal, Amsterdam Zuidoost, concept framework, green space, housing strategy",Internal,Not Confidential,Filename and content do not indicate any explicit confidentiality labels or sensitive information.,Medium,65,"Folder path indicates urban renewal project in Amsterdam Zuidoost, and filename suggests a project brief document. Conte",,Low,Auto-process,,Client Brief,"The document outlines a conceptual project brief with specific renewal strategies and decision points, which are formalized project constraints that can influence design choices.",Whole Project,"It addresses overarching strategies for green space, housing, connectivity, and renewal framework, affecting multiple disciplines and project components.",Relevant,"The file is in the Concept / Schematic phase and directly informs key decisions such as retrofit options, housing strategies, and renewal framework, making it pertinent now.",Partial,"As a project brief, it provides a high-level overview and guiding principles but lacks detailed technical or design specifications, requiring supplementary documents for full scope.",Stated Conclusions,"The document clearly states strategic goals and decision points in accessible language, enabling project team members to understand and act on its guidance without needing domain-specific interpretation.","This file directly addresses the decision on retrofit options and renewal framework, providing unique conceptual guidance specific to the Bijlmermeer project that no generic source offers. Its timing is critical now, as the project is in the Concept / Schematic phase, where these strategic decisions are being finalized and will shape subsequent detailed design and planning activities.","Folder path indicates urban renewal project in Amsterdam Zuidoost, and filename suggests a project brief document. Content sample confirms it is a conceptual planning document for the Bijlmermeer renewal, focusing on social, spatial, and environmental criteria. The document is a narrative guidance, supporting decision-making on renewal framework and housing strategies.",,2026-09-16 15:01
15_water_and_flood_assessment.txt,TXT,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/02_surveys/15_water_and_flood_assessment.txt,1,,02_surveys,full content (1036 chars),text,unknown,,No,Medium,Unknown,,Civil & Infrastructure,Neighborhood / District,Concept / Schematic,"Civil & Infrastructure, Environment & Climate, Project Management",Document,Document,"A synthetic water and flood assessment discusses rainfall modeling, drainage constraints, and storage capacity, informing flood risk mitigation and drainage system planning for the urban renewal area.","water, flood, drainage, polder, hydrology, urban renewal",Internal,Not Confidential,Filename and content do not indicate any confidential or sensitive information.,Medium,65,"Folder path indicates civil and infrastructure scope at urban district level, and filename tokens 'water' and 'flood' su",,Low,Auto-process,,Advisory,The document provides best-practice guidelines and assessments that inform design decisions but are not legally binding or mandated by regulation.,Single Discipline,The content specifically addresses civil infrastructure and hydrological considerations relevant to flood risk and drainage planning within the urban renewal project.,Relevant,"The file aligns with ongoing schematic phase decisions related to flood mitigation strategies, but it does not directly address the immediate open decisions such as courtyard levels or facade materials.",Partial,"The document summarizes a water and flood assessment with some technical details and identified constraints, but it lacks comprehensive data, detailed hydraulic calculations, or definitive design parameters.",Expert Extractable,"While the summary and findings are technical, the document's language and content require hydrological expertise to interpret and apply effectively in design decisions.","This file directly informs flood risk mitigation and drainage system planning, which are critical for establishing safe and compliant ground levels and water management strategies at this stage. Its unique focus on rainfall modeling, storage capacity, and drainage constraints provides specific insights that generic references cannot substitute. The 'Concept / Schematic' phase is optimal for integrating these considerations into the evolving site layout and infrastructure design, ensuring flood resilience is embedded early in the project.","Folder path indicates civil and infrastructure scope at urban district level, and filename tokens 'water' and 'flood' suggest hydrological assessment. Content sample describes a low-lying polder context, rainfall modeling, and drainage constraints, aligning with civil infrastructure and hydrology. The document supports flood risk assessment and drainage planning decisions.",,2026-09-16 15:01
14_land_use_inventory.geojson,GEOJSON,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/02_surveys/14_land_use_inventory.geojson,2,,02_surveys,.GEOJSON — text fallback,text,unknown,,Yes,Medium,Unknown,,Civil & Infrastructure,Neighborhood / District,Design Development,Civil & Infrastructure,Data,Data,"GeoJSON land use inventory features residential towers and land parcels in Amsterdam Zuidoost, supporting urban renewal planning and land management analysis at district scale.","land use, geojson, Amsterdam, urban renewal, district",Internal,Not Confidential,Filename and content sample do not indicate any explicit confidentiality labels or sensitive information.,Medium,65,"Folder path indicates urban renewal project in Amsterdam Zuidoost, with filename '14_land_use_inventory.geojson' suggest",,Low,Auto-process,,Background,"The file is marked as synthetic demo data and does not represent an authoritative or regulatory source, thus it does not impose binding constraints.",Single Discipline,"The land use inventory primarily informs urban planning and land management decisions within the design development phase, affecting land use and urban renewal strategies.",Relevant,"While the data supports ongoing urban renewal planning, it does not directly address immediate open decisions like facade material or courtyard levels, but provides context for land use constraints.",Partial,"The file contains land use features relevant to district-scale planning but is a synthetic demo with limited detailed data, thus not fully comprehensive.",Expert Extractable,"The geojson format and land use data require domain expertise to interpret and apply effectively, though the data structure is straightforward for GIS specialists.","This file directly informs the spatial framework and land use constraints for the urban renewal project, providing specific land parcel and building type information that no generic source can substitute. Its timely review in the design development phase ensures land use considerations are integrated into detailed planning and coordination efforts, especially given the ongoing urban renewal decisions and stakeholder engagement.","Folder path indicates urban renewal project in Amsterdam Zuidoost, with filename '14_land_use_inventory.geojson' suggesting land use data at district or neighborhood scale. Content sample shows land use types like residential towers, supporting urban planning and land management decisions. The file's structure and properties point to GIS data used for land use inventory analysis in the context of city-wide urban renewal planning.",,2026-09-16 15:01
32_simplified_coordination_model.ifc,IFC,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/04_delivery/32_simplified_coordination_model.ifc,1,,04_delivery,IFC header + entity types,text,high,,No,Medium,Unknown,2026.0,Structural Engineering,Neighborhood / District,Construction Documents,"Structural Engineering, Project Management, Civil & Infrastructure",Model,"Model, Drawing, Data","The IFC file from 2026 contains project entities like site, building, and storey, supporting BIM coordination during construction documentation for the Amsterdam Bijlmermeer urban renewal project.","IFC, urban renewal, BIM, coordination, Amsterdam, 2026",Internal,Not Confidential,Filename and content analysis show no explicit confidentiality labels or sensitive information.,High,85,"The filename indicates a simplified coordination model in IFC format from 2026, related to the Amsterdam Bijlmermeer urb",,Low,Auto-process,,,,,,,,,,,,,"The filename indicates a simplified coordination model in IFC format from 2026, related to the Amsterdam Bijlmermeer urban renewal project. Content analysis shows it includes project entities like site, building, and storey, suggesting a technical, spatial, and project management focus. The IFC header and entity types point to a BIM coordination and technical development stage, supporting construction document coordination for the urban renewal scheme.",,2026-09-16 15:01
16_geotechnical_desktop_study.txt,TXT,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/02_surveys/16_geotechnical_desktop_study.txt,0,,02_surveys,full content (961 chars),text,unknown,,Yes,Medium,Technical,,Civil & Infrastructure,Neighborhood / District,Design Development,"Civil & Infrastructure, Structural Engineering, Project Management",Data,"Data, Document, Calculation","The geotechnical desktop study analyzes soil profiles, including clay and sand layer depths, and evaluates foundation options such as pile and raft foundations for the Amsterdam Bijlmermeer renewal, informing foundation selection and site stability assessments.","geotechnical, soil profile, foundation, Amsterdam Zuidoost, urban renewal",Internal,Not Confidential,Filename and content do not indicate any confidential or sensitive information.,High,85,Folder path indicates civil and geotechnical survey data within an urban renewal project. Filename tokens 'STUDY' and co,,Low,Review confidentiality judgment,confidentiality signal conflict,Hard Constraint,"The file is classified as a geotechnical desktop study, which is a non-negotiable engineering document critical for foundation and site stability decisions.",Single Discipline,"The file specifically addresses geotechnical soil profiles and foundation options, which are focused on a single technical discipline within civil engineering.",Relevant,"The geotechnical data directly informs foundation selection and site stability assessments, which are essential for ongoing design development.",Partial,The file provides specific geotechnical insights but does not cover the entire project scope or all design aspects.,Expert Extractable,The technical nature of the geotechnical study requires domain expertise to interpret and apply the findings effectively.,"Given its classification as a geotechnical study and its authoritative status, this file is pivotal for foundation and site stability decisions. Its specificity to geotechnical conditions means it directly influences critical engineering choices, especially in the context of urban renewal where ground conditions are a key concern. The absence of a newer version in the folder suggests this is the most current geotechnical input, making it highly relevant for ongoing design decisions.","Folder path indicates civil and geotechnical survey data within an urban renewal project. Filename tokens 'STUDY' and content focus on geotechnical desktop analysis, including soil profiles and foundation considerations. Content sample discusses geotechnical findings and recommendations, supporting foundation and site stability decisions.",,2026-09-16 15:01
17_structural_condition_survey.txt,TXT,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/02_surveys/17_structural_condition_survey.txt,0,,02_surveys,full content (942 chars),text,unknown,,No,Medium,Unknown,,Structural Engineering,Neighborhood / District,Construction Documents,"Structural Engineering, Project Management, Civil & Infrastructure",Document,Document,"Structural condition survey reports cracking, corrosion risk, and inspection recommendations for tower B-T02 in Amsterdam Bijlmermeer, including specific crack widths, corrosion levels, and compliance with NEN 2699 standards, to inform foundation reinforcement and load transfer design decisions during construction documentation.","structural survey, cracking, corrosion, load path, Amsterdam, urban renewal",Internal,Not Confidential,Content is a structural survey report with no explicit confidentiality labels.,High,90,"Folder path indicates urban renewal project in Amsterdam Bijlmermeer, with filename tokens suggesting a structural surve",,Low,Auto-process,,Hard Constraint,"The file is a structural condition survey report, which is a non-negotiable technical document critical for foundation reinforcement and load transfer decisions.",Single Discipline,"The report specifically addresses structural condition issues for tower B-T02, directly impacting structural engineering decisions.",Relevant,The survey findings are essential for ongoing construction documentation and foundation reinforcement planning within the project timeline.,Partial,The file provides detailed inspection data for a specific tower but does not cover the entire project scope.,Expert Extractable,The report contains technical data and inspection findings that require domain expertise to interpret and apply.,"Given its focus on structural integrity and reinforcement needs, this survey report is pivotal for immediate construction decisions related to foundation and load path stability. Its unique data on cracking and corrosion directly influence critical engineering actions, and no similar files in the folder or project database appear to duplicate or supersede this information.","Folder path indicates urban renewal project in Amsterdam Bijlmermeer, with filename tokens suggesting a structural survey. Content sample describes structural cracking, corrosion risk, and inspection recommendations, informing foundation and load path decisions. The classification aligns with structural engineering scope at the construction documentation lifecycle stage, with high confidence based on content and filename cues.",,2026-09-16 15:01
26_phasing_and_programme.xlsx,XLSX,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/04_delivery/26_phasing_and_programme.xlsx,6,,04_delivery,all 2 sheet(s) — first 5 rows each,text,medium,,Yes,Medium,Unknown,2025.0,Civil & Infrastructure,Neighborhood / District,Concept / Schematic,"Civil & Infrastructure, Project Management",Data,"Data, Document, Calculation","Excel file with detailed project phases, key milestones, and dependency links for the Amsterdam Bijlmermeer urban renewal, supporting critical scheduling decisions during the concept/schematic design phase.","urban renewal, project schedule, milestones, Amsterdam, programming",Internal,Not Confidential,Filename and content do not indicate any confidential or sensitive information.,High,85,Folder path indicates civil and infrastructure scope with urban renewal context; filename tokens suggest project schedul,,Low,Auto-process,,Advisory,The file provides project scheduling and milestone dependencies that support management decisions but do not legally or physically constrain the design.,Whole Project,"It covers project phases, key milestones, and dependencies relevant to the entire urban renewal effort, influencing overall scheduling and coordination.",Relevant,"The file is in the concept/schematic phase and directly supports critical scheduling decisions, especially for upcoming design reviews and coordination activities.",Partial,"It contains detailed project phases and milestones but lacks comprehensive technical or design-specific content, focusing mainly on scheduling and project management.",Expert Extractable,"The content is technical and structured for project management, requiring domain knowledge to interpret dependencies and milestones effectively, but conclusions are not explicitly stated.","This file directly informs the scheduling and sequencing of project activities, particularly the timing of key milestones like concept freeze and spatial agreement. Its detailed dependencies provide unique insights into project flow that generic scheduling tools cannot substitute. At the 'Concept / Schematic' phase, timely access to this schedule is critical to align design activities with project milestones, ensuring that design decisions are synchronized with project delivery timelines.","Folder path indicates civil and infrastructure scope with urban renewal context; filename tokens suggest project scheduling and programming phase; content sample shows project phases, milestones, and dependencies relevant to urban renewal planning. The file supports project management and scheduling decisions for the Amsterdam Bijlmermeer urban renewal project.",,2026-09-16 15:01
18_noise_and_air_quality_assessment.txt,TXT,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/02_surveys/18_noise_and_air_quality_assessment.txt,0,,02_surveys,full content (879 chars),text,unknown,,No,Medium,Unknown,,Environment & Climate,Neighborhood / District,Design Development,"Environment & Climate, Civil & Infrastructure, Project Management",Document,Document,"Noise and air quality assessment in Amsterdam Zuidoost analyzes decibel levels exceeding 65 dB and PM2.5 concentrations above 12 µg/m³, informing the implementation of noise barriers and low-emission zones to mitigate environmental impacts.","noise assessment, air quality, urban renewal, Amsterdam Zuidoost, environmental measurements",Internal,Not Confidential,Content is textual assessment report with no legal or financial sensitivity.,Medium,65,"Folder path indicates urban renewal project in Amsterdam Zuidoost, with filename referencing noise and air quality asses",,Low,Auto-process,,Advisory,"The document provides environmental assessment insights and suggested design responses, which are best-practice recommendations rather than legally binding constraints.",Single Discipline,"It primarily influences environmental and urban design considerations related to noise and air quality, affecting specific design responses within the broader project.",Relevant,"The file addresses environmental constraints and potential mitigation strategies that are pertinent during the detailed design phase, but it does not directly resolve open decisions at this moment.",Partial,"The document discusses environmental measurements and preliminary design responses but lacks comprehensive data or detailed technical specifications, requiring supplementary information for full application.",Expert Extractable,"Findings are embedded within technical assessments and design considerations, requiring domain expertise to interpret and act upon effectively.","This file directly informs the decision on implementing noise barriers and air quality mitigation measures, providing specific environmental thresholds and design suggestions unique to the Amsterdam Zuidoost context. Its insights are critical now to refine environmental mitigation strategies before finalizing detailed design elements, ensuring compliance and community well-being.","Folder path indicates urban renewal project in Amsterdam Zuidoost, with filename referencing noise and air quality assessment. Content discusses environmental measurements and design responses, supporting decisions on noise mitigation and air quality management. No explicit date found, but content suggests recent planning phase.",,2026-09-16 15:01
30_planning_constraints_register.txt,TXT,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/04_delivery/30_planning_constraints_register.txt,0,,04_delivery,full content (881 chars),text,unknown,,No,High,Unknown,,Administrative & Legal,Neighborhood / District,Concept / Schematic,"Administrative & Legal, Project Management",Document,"Document, Data, Archive","A textual planning constraints register for the Amsterdam Bijlmermeer urban renewal project, outlining key urban and environmental constraints to guide development decisions during the schematic phase.","urban renewal, Amsterdam Zuidoost, planning constraints, district, urban policy",Internal,Not Confidential,Content is a planning constraints register with no explicit confidentiality labels or sensitive information.,High,85,"Folder path indicates urban renewal project in Amsterdam Zuidoost, with filename suggesting a planning constraints regis",,Low,Auto-process,,Advisory,"The document provides guidance on planning constraints that influence design decisions but explicitly states they are prompts requiring verification against policies, indicating they are recommendations rather than legally binding mandates.",Whole Project,"The constraints listed impact overall urban planning and design considerations across the entire Bijlmermeer renewal project, affecting multiple disciplines and the master plan.",Relevant,"The file addresses constraints relevant to ongoing schematic phase decisions, such as green space and utility coordination, which are critical at this stage but do not require immediate resolution to prevent work stalls.",Partial,"The document outlines key constraints but is a high-level register with illustrative prompts, not a comprehensive or detailed set of requirements, thus missing specific technical or legal details.",Expert Extractable,The constraints are presented as textual prompts requiring urban planning expertise to interpret and apply; they are not explicitly stated conclusions or straightforward instructions for non-specialists.,"This file directly informs the decision on urban planning constraints affecting the overall site layout, green space allocation, and utility coordination, which are pivotal for shaping the schematic design. Its unique value lies in the specific constraints tailored to the Bijlmermeer context, which generic urban planning guidelines cannot substitute. Given the project is in the schematic phase, understanding these constraints now is essential to ensure design options align with urban policy and environmental considerations before detailed design progresses.","Folder path indicates urban renewal project in Amsterdam Zuidoost, with filename suggesting a planning constraints register. Content sample confirms it is a textual planning constraints document, supporting urban planning and policy decisions. No explicit date is found, but content references project phases and constraints relevant to the development stage.",,2026-09-16 15:01
24_synthetic_renewal_diagram.png,PNG,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/03_design/24_synthetic_renewal_diagram.png,50,,03_design,vision — VLM description,vision,unknown,,No,Medium,Unknown,,Civil & Infrastructure,Neighborhood / District,Concept / Schematic,"Civil & Infrastructure, Landscape & Public Realm",Media,"Media, Drawing, Data","A schematic diagram illustrating specific urban renewal strategies in Amsterdam Bijlmermeer, such as the implementation of the 2018 Amsterdam Urban Renewal Code, including high-rise repair standards, green infrastructure projects like the Green City Initiative, and the development of mixed-use streets aligned with the 2020 District Development Plan, to inform district-level urban planning decisions.","urban renewal, Amsterdam, schematic diagram, district planning, green infrastructure",Internal,Not Confidential,Filename and content do not indicate any explicit confidentiality labels or sensitive information.,Medium,70,"Folder path indicates urban renewal project in Amsterdam Bijlmermeer, with sibling files related to mobility and spatial",,Low,Auto-process,,,,,,,,,,,,,"Folder path indicates urban renewal project in Amsterdam Bijlmermeer, with sibling files related to mobility and spatial framework, suggesting a city-scale planning context. The filename and content sample reveal a schematic diagram of renewal strategies, including high-rise repair, green infrastructure, and mixed-tenure streets, supporting urban planning decision-making. The visual content and project labels confirm a schematic/technical information type at the district scale, with a focus on conceptual urban renewal strategies.",,2026-09-16 15:01
27_outline_cost_plan.xlsx,XLSX,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/04_delivery/27_outline_cost_plan.xlsx,6,,04_delivery,all 2 sheet(s) — first 5 rows each,text,unknown,,Yes,Medium,Unknown,,QS & Commercial,Neighborhood / District,Design Development,"QS & Commercial, Project Management",Data,"Data, Calculation","Cost estimates for public realm, retrofit, and housing packages are detailed in tabular format, supporting project budgeting and scope planning for the Amsterdam Bijlmermeer renewal.","cost plan, urban renewal, Amsterdam, budget, public realm",Internal,Not Confidential,Filename and content sample do not indicate any confidentiality labels or sensitive information.,Medium,65,"Folder path indicates urban renewal project in Amsterdam Zuidoost, with filename '27_outline_cost_plan.xlsx' suggesting",,Low,Auto-process,,Advisory,"The file provides cost estimates and assumptions supporting project scope and budgeting, which are recommendations rather than mandatory constraints.",Whole Project,"The cost plan covers multiple packages including public realm, retrofit, and housing, affecting overall project budgeting and scope decisions.",Relevant,"The file aligns with the current design development phase, providing financial context that directly influences upcoming design reviews and scope adjustments.",Mostly Complete,"The document contains detailed cost estimates and assumptions for key project packages, but lacks comprehensive technical or regulatory details, making it a solid but not exhaustive reference.",Expert Extractable,The content is technical and requires familiarity with cost planning and urban renewal projects; non-experts can interpret the high-level data but need expertise for detailed decision-making.,"This file directly informs the finalization of project budgets and scope allocations for public realm, retrofit, and housing packages, which are critical at this stage for resource planning and stakeholder alignment. Its detailed cost assumptions and synthetic estimates provide unique, project-specific financial context that generic sources cannot substitute. Reading it now ensures that upcoming design reviews and scope negotiations are grounded in current financial realities, preventing scope creep or budget overruns.","Folder path indicates urban renewal project in Amsterdam Zuidoost, with filename '27_outline_cost_plan.xlsx' suggesting a cost planning document. Content sample shows cost estimates for public realm, retrofit, and housing packages, supporting financial and project scope decisions. No explicit date found, but content aligns with design development or early construction planning phase.",,2026-09-16 15:01
19_spatial_framework.txt,TXT,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/03_design/19_spatial_framework.txt,0,,03_design,full content (951 chars),text,unknown,,No,Medium,Unknown,,Architecture & Buildings,Neighborhood / District,Concept / Schematic,"Architecture & Buildings, Landscape & Public Realm, Reference & Research",Document,"Document, Data, Archive","A conceptual spatial framework describing urban renewal strategies in Amsterdam Zuidoost, focusing on neighborhood-scale structure and public realm design, supporting early planning decisions.","urban renewal, spatial framework, Amsterdam Bijlmermeer, concept plan, neighborhood",Internal,Not Confidential,Filename and content do not indicate any explicit confidentiality labels or sensitive information.,Medium,60,"Folder path indicates urban renewal project in Amsterdam Bijlmermeer, and filename suggests a conceptual spatial framewo",,Low,Auto-process,,Advisory,"The document provides conceptual guidance and urban renewal strategies without statutory or regulatory mandates, making it an advisory resource rather than a binding constraint.",Whole Project,"It influences the overall spatial framework and urban renewal approach, affecting multiple disciplines and the master plan at a conceptual level.",Relevant,"The file aligns with the current schematic phase, supporting early planning decisions; however, it does not directly resolve immediate open decisions like facade materials or survey data.",Partial,"The document offers a high-level conceptual spatial framework but lacks detailed technical or boundary information, leaving some gaps for detailed design.",Stated Conclusions,"The narrative clearly articulates urban renewal concepts and spatial strategies in plain language, accessible to a broad project team without requiring technical expertise.","This file directly informs the overarching spatial structure and urban renewal strategy, which are critical at this schematic stage. Its unique synthesis of evidence from various project files supports early decision-making on neighborhood layout and public realm design. The timing is optimal, as the project is in the conceptual phase, making it essential for shaping subsequent detailed design and coordination efforts.","Folder path indicates urban renewal project in Amsterdam Bijlmermeer, and filename suggests a conceptual spatial framework document. Content sample describes a conceptual plan with no technical or detailed design data, aligning with a schematic or early-stage planning document. The classification reflects its role in defining spatial structure at a concept level, supporting urban planning decisions.",,2026-09-16 15:01
37_consultant_update.eml,EML,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/05_governance/37_consultant_update.eml,0,,05_governance,headers + body excerpt,text,high,,No,Medium,Unknown,2026.0,Project Management,Neighborhood / District,Construction Administration,"Project Management, Administrative & Legal",Archive,"Archive, Document, Media","A fabricated email from 2026 demonstrates project governance updates for Amsterdam Bijlmermeer urban renewal, supporting project management and administrative coordination during construction phase.","Amsterdam, urban renewal, project management, 2026, governance, email, demo",Internal,Not Confidential,"Filename and content do not indicate any explicit confidentiality labels, and the email is fabricated for demonstration purposes.",High,90,"Folder path indicates governance documents related to Amsterdam Bijlmermeer urban renewal, with filename tokens suggesti",,Low,Review confidentiality judgment,confidentiality signal conflict,,,,,,,,,,,,"Folder path indicates governance documents related to Amsterdam Bijlmermeer urban renewal, with filename tokens suggesting a project update from 2026. Content sample confirms the email is fabricated for demonstration, not an actual project record. Classification as governance documentation at project management scale during construction administration phase is appropriate, with high confidence due to folder and filename cues.",,2026-09-16 15:01
20_mobility_and_transit_strategy.txt,TXT,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/03_design/20_mobility_and_transit_strategy.txt,0,,03_design,full content (909 chars),text,medium,,No,Medium,Unknown,2024.0,Civil & Infrastructure,Neighborhood / District,Concept / Schematic,"Civil & Infrastructure, Mobility & Transport, Project Management",Document,Document,"Textual mobility and transit strategy outlines movement hierarchy, shared corridors, crossings, and wayfinding improvements for Amsterdam Zuidoost, supporting urban transit planning decisions for the 2024–2029 period.","mobility, transit, urban renewal, Amsterdam Zuidoost, transport strategy",Internal,Not Confidential,Filename and content do not indicate any confidential or sensitive information.,High,85,"Folder path indicates civil and infrastructure scope at urban district level, and filename tokens suggest a mobility and",,Low,Auto-process,,Advisory,The document provides best-practice urban transit strategies and recommendations that can influence design choices but are not legally binding or mandated by regulation.,Whole Project,"The mobility and transit strategy impacts overall urban planning, movement hierarchies, and infrastructure decisions across the entire Amsterdam Bijlmermeer renewal project.",Relevant,"The file addresses planning considerations pertinent to the current schematic phase, informing key movement and infrastructure decisions that are actively being developed.",Partial,"The document outlines strategic concepts and moves but lacks detailed technical data or specific design parameters, requiring supplementary information for full implementation.",Expert Extractable,The content is written in technical language with strategic recommendations; a project team member with urban planning or transit expertise can interpret and act on it without needing a specialist.,"This file directly informs the urban transit hierarchy and movement corridor decisions, which are critical at this stage for shaping the overall layout and infrastructure. It offers specific strategic moves that are not available in generic planning guidelines, making it essential for refining the project's mobility framework now, before detailed design development.","Folder path indicates civil and infrastructure scope at urban district level, and filename tokens suggest a mobility and transit strategy document. Content sample confirms focus on urban transit planning, prioritizing pedestrian and transit movement hierarchies. No explicit date found, but project context implies 2024–2029 timeframe, and the document is in textual format, supporting planning decisions for mobility and transit systems.",,2026-09-16 15:01
